ad,media
[E1401A025] DIRITTO DEI MERCATI FINANZIARI,1.1666666666666667
[A5810131] DIRITTO PARLAMENTARE,1.1666666666666667
[E1501N053] ARTE E ARCHITETTURA,1.1627906976744187
[F5104P006] COMPITI EVOLUTIVI E CLINICA DELL'ADOLESCENTE E DEL GIOVANE ADULTO,1.16
[I0302D011] FARMACOLOGIA E TOSSICOLOGIA,1.1578947368421053
"[I0101D003] IGIENE, MEDICINA DEL LAVORO E STATISTICA MEDICA",1.1578947368421053
[A5810138] SOCIOLOGIA DEI DIRITTI FONDAMENTALI,1.1578947368421053
[E3301M135] MANAGEMENT E SISTEMA FINANZIARIO,1.15625
[E3001Q033] ANALISI MATEMATICA I,1.15625
[H4101D035] CLINICA MEDICA,1.1538461538461537
[F8501R058] PROGETTAZIONE E VALUTAZIONE DEI SERVIZI E DEGLI INTERVENTI EDUCATIVI CON LABORATORIO,1.1538461538461537
[F8501R002] ERMENEUTICA DELLA FORMAZIONE E PRATICHE IMMAGINALI,1.1538461538461537
[F0802Q038] GENETICA MOLECOLARE,1.1538461538461537
[E2001R031] LINGUISTICA APPLICATA,1.1538461538461537
[E1901R088] PSICOLOGIA CLINICA DI COMUNITA',1.1538461538461537
[E1803M070] ECONOMIA DEL MERCATO MOBILIARE,1.1538461538461537
[E0201Q008] BIOLOGIA MOLECOLARE I,1.1538461538461537
[E1901R034] PEDAGOGIA SOCIALE,1.1515151515151516
[F7702M056] ADVANCED COMPETITIVE MANAGEMENT,1.15
[F7702M042] METODI E STRUMENTI PER LE INDAGINI DI MARKETING,1.15
[E1901R104] DIDATTICA E PEDAGOGIA DELL'INCLUSIONE,1.15
[E2401P011] PSICOLOGIA SOCIALE,1.1470588235294117
[I0101D005] SCIENZE BIOMEDICHE 2,1.1458333333333333
[G8501R024] PEDAGOGIA INTERCULTURALE,1.1451612903225807
[I0303D006] TECNICHE DI DIAGNOSTICA PER IMMAGINI I,1.1428571428571428
[H4101D037] PEDIATRIA,1.1428571428571428
[F9201P025] STRUMENTI E APPLICAZIONI DEL WEB,1.1428571428571428
[F8501R057] PSICOLOGIA CLINICA II,1.1428571428571428
[F7502Q003] INTRODUCTION TO MARINE PHYSICAL GEOGRAPHY,1.1428571428571428
[F5102P019] PSICOLOGIA DELLE CONDOTTE FINANZIARIE,1.1428571428571428
[F1801Q128] METODI DEL CALCOLO SCIENTIFICO,1.1428571428571428
[F1801Q120] INFORMATICA GRAFICA,1.1428571428571428
[F1801Q110] INFORMATION RETRIEVAL,1.1428571428571428
[F1701Q081] MECCANICA STATISTICA,1.1428571428571428
[E3401Q045] LABORATORIO SIT,1.1428571428571428
[E3101Q106] PROGRAMMAZIONE 2,1.1428571428571428
[E2701Q042] LABORATORIO DI FISICA II,1.1428571428571428
[E2401P068] SOCIOLOGIA,1.1428571428571428
[E2001R038] ISTITUZIONI DI CULTURA ARABA,1.1428571428571428
[F8501R008] POLITICHE SOCIALI II,1.1363636363636365
[E3401Q006] PALEONTOLOGIA,1.1363636363636365
[G8501R039] MEDIAZIONE DIDATTICA E STRATEGIE DI GRUPPO CON LABORATORIO E LEGISLAZIONE SCOLASTICA,1.1358024691358024
[I0201D110] RADIAZIONI E RIABILITAZIONE,1.1333333333333333
[E3401Q053] INTRODUZIONE ALLA GEOGRAFIA DEGLI OCEANI,1.1333333333333333
[E3101Q110] RETI E SISTEMI OPERATIVI,1.1333333333333333
[F8501R005] CONSULENZA FAMILIARE: TEORIE E PRATICHE,1.1304347826086956
[H4101D254] MEDICINA E SOCIETA',1.127659574468085
[K0101D001] STORIA E FILOSOFIA DELL'ASSISTENZA INFERMIERISTICA E OSTETRICA,1.125
[I0102D012] RICERCA OSTETRICO-GINECOLOGICA E NEONATALE,1.125
[I0102D010] NORMALITA' DELLA NASCITA,1.125
[F7701M093] METODI QUANTITATIVI PER IL MANAGEMENT,1.125
[F5301Q008] ANALISI FUNZIONALE,1.125
[F1601M065] METODI QUANTITATIVI PER LE ASSICURAZIONI,1.125
[F0601Q052] MICROBIOLOGIA MOLECOLARE,1.125
[E3401Q014] PETROGRAFIA,1.125
[E3301M143] ECONOMIA DEI MERCATI FINANZIARI,1.125
[E3002Q010] TECNICHE FISICHE PER L?OPTOMETRIA GENERALE,1.125
[E2001R039] ISTITUZIONI DI CULTURA CNESE,1.125
[E1901R085] CINEMA E ARTI VISIVE,1.125
[E0201Q072] FISICA,1.125
[A5810050] DIRITTO DEI MERCATI FINANZIARI,1.125
[F5103P066] NEUROPSICOLOGIA DELLO SVILUPPO,1.1176470588235294
[E3101Q107] ALGORITMI E STRUTTURE DATI,1.1153846153846154
[E2004P010] STORIA DELLA SCIENZA,1.1153846153846154
[H4101D014] SEMEIOTICA E SISTEMATICA 2,1.1132075471698113
[I0201D103] METODOLOGIA DELLA RIABILITAZIONE,1.1111111111111112
[F9201P204] ELABORAZIONE DI DATI MULTIMEDIALI,1.1111111111111112
[F8204B014] DATA MINING M,1.1111111111111112
[F5104P008] DALLA DIAGNOSI ALLE INDICAZIONI AL TRATTAMENTO CLINICO,1.1111111111111112
[F1601M053] STATISTICA PER LA FINANZA,1.1111111111111112
[E4102B079] ANALISI DEI DATI,1.1111111111111112
[E3901N012] DIRITTO PRIVATO E DI FAMIGLIA,1.1111111111111112
[E3501Q053] TEORIA DELLA MISURA,1.1111111111111112
[E2401P005] BIOLOGIA E GENETICA,1.1111111111111112
[E1801M053] LINGUA - TEDESCO,1.1111111111111112
[E1501N072] TURISMO E COMUNITA' LOCALE,1.1111111111111112
[E1803M052] DIRITTO COMMERCIALE E LEGISLAZIONE BANCARIA,1.1071428571428572
[F9201P011] LABORATORIO DI COMUNICAZIONE VISIVA,1.105263157894737
[E3201Q008] LABORATORIO DI INTEGRAZIONE I,1.105263157894737
[I0302D019] SANITA' PUBBLICA E MANAGEMENT SANITARIO,1.1
[I0201D102] TECNICHE ISPETTIVE E OSSERVAZIONALI,1.1
[F7401Q065] VALUTAZIONE DEI RISCHI GEOLOGICI,1.1
[F5701R010] SISTEMI INFORMATIVI PER LA GESTIONE DELLA CONOSCENZA,1.1
[F5104P013] NEUROSCIENZE COGNITIVE DEI PROCESSI SOCIALI E AFFETTIVI,1.1
[F5104P011] METODI NEURO-FUNZIONALI IN NEUROPSICOLOGIA E PSICOLOGIA CLINICA,1.1
[F1801Q122] TEORIA DELL'INFORMAZIONE E CRITTOGRAFIA,1.1
[F1601M050] ECONOMETRICS,1.1
[E1501N077] ORGANIZZAZIONE DELLE STRUTTURE TURISTICHE,1.1
[A5810063] DIRITTO PENITENZIARIO,1.1
[E3101Q102] FONDAMENTI DELL'INFORMATICA,1.0975609756097562
[E3101Q103] BASI DI DATI,1.095617529880478
[I0201D115] MEDICINA RIABILITATIVA,1.0909090909090908
[H4101D031] MEDICINA LEGALE,1.0909090909090908
[F7702M017] ALTRE CONOSCENZE DI MARKETING E COMUNICAZIONE PER IL MONDO DEL LAVORO,1.0909090909090908
[F1601M054] FINANCIAL ECONOMICS,1.0909090909090908
[F0601Q056] FARMACOLOGIA DEI CHEMIOTERAPICI,1.0909090909090908
[G8501R028] MUSICA E DIDATTICA DELLA MUSICA CON LABORATORIO,1.088235294117647
[F5701R009] CAMBIAMENTO ORGANIZZATIVO,1.0869565217391304
[E2001R006] ESTETICA,1.0857142857142856
[F7501Q020] TOSSICOLOGIA AMBIENTALE,1.0833333333333333
[F4901N070] DEMOGRAFIA INTERNAZIONALE,1.0833333333333333
[F1601M051] QUANTITATIVE FINANCE,1.0833333333333333
[E4101B022] STATISTICA AZIENDALE,1.0833333333333333
[E3101Q109] ANALISI E PROGETTAZIONE DEL SOFTWARE,1.0833333333333333
[E1901R091] PSICOLOGIA CLINICA,1.0833333333333333
[I0301D031] ELEMENTI D'IGIENE DELLA NUTRIZIONE E DELLE COMUNITA' E DI MALATTIE ODONTOSTOMATOLOGICHE,1.0769230769230769
[F7702M048] ANALISI QUANTITATIVE D'IMPRESA PER I MERCATI GLOBALI,1.0769230769230769
[F5301Q001] FISICA DELLO STATO SOLIDO,1.0769230769230769
[F5102P022] INTERVENTO PSICOSOCIALE DI PROMOZIONE DEL BENESSERE,1.0769230769230769
[E3201Q066] FISICA GENERALE,1.0769230769230769
[E1801M043] MARKETING,1.0769230769230769
[E1901R096] TIROCINIO - INSERIMENTO NELLE ORGANIZZAZIONI,1.0740740740740742
[F7601M005] MARKETING E COMUNICAZIONE DEL TURISMO,1.0714285714285714
[F0601Q047] EVOLUZIONE MOLECOLARE,1.0714285714285714
[F0101R001] METODOLOGIA RICERCA ANTROPOLOGICA,1.0714285714285714
[E3901N008] PRINCIPI E FONDAMENTI DEL SERVIZIO SOCIALE,1.0714285714285714
[E3001Q044] LABORATORIO II,1.0714285714285714
[E1601N009] SOCIOLOGIA ECONOMICA E DEL LAVORO,1.0704225352112675
[E3901N031] DISAGIO PSICHICO,1.0666666666666667
[E4001N014] PSICOLOGIA SOCIALE,1.0655737704918034
[G8501R025] LABORATORIO DI LINGUA INGLESE IV,1.0625
[E3901N002] METODOLOGIA DELLA RICERCA SOCIALE,1.0625
[G8501R027] STORIA E DIDATTICA DELLA STORIA 2,1.0606060606060606
[H4101D027] SPECIALITA' MEDICO CHIRURGICHE,1.0588235294117647
[E1803M100] MICROECONOMIA E STORIA ECONOMICA,1.0588235294117647
[E1501N081] WEB MARKETING,1.0555555555555556
[G8501R008] LABORATORIO DI LINGUA INGLESE I,1.0526315789473684
[F8501R055] CONSULENZA CLINICA NELLA FORMAZIONE: TEORIE E PRATICHE CON LABORATORIO,1.0526315789473684
[G8501R003] PSICOLOGIA DELLO SVILUPPO CON LABORATORIO,1.0508474576271187
[E3001Q010] MATEMATICA PER LA FISICA,1.05
[E3401Q043] SEDIMENTOLOGIA,1.0454545454545454
[E1801M045] ECONOMIA E DIRITTO DEGLI SCAMBI E DEI MERCATI GLOBALI,1.0434782608695652
[H4101D025] MALATTIE DEL SISTEMA NERVOSO,1.04
[E1301Q064] MICROBIOLOGIA,1.0384615384615385
[E1901R095] TIROCINIO - ATTIVITA' PROPEDEUTICHE,1.0285714285714285
[K0101D012] TIROCINIO,1
[K0101D011] DINAMICHE DEI PROCESSI LAVORATIVI,1
[K0101D009] MANAGEMENT INFERMIERISTICO E OSTETRICO,1
[K0101D008] METODOLOGIE DIDATTICHE NELLE SCIENZE INFERMIERISTICHE E OSTETRICHE,1
[K0101D006] SCIENZE PSICOPEDAGOGICHE,1
[K0101D005] ANALISI DEONTOLOGICA E NORMATIVA,1
[K0101D004] METODOLOGIA DELLA RICERCA INFERMIERISTICA E OSTETRICA,1
[K0101D002] METODOLOGIA DI ANALISI SOCIO-SANITARIA,1
[I0303D012] TECNICHE DI DIAGNOSTICA PER IMMAGINI III,1
[I0303D011] FARMACOLOGIA E RADIOFARMACI,1
[I0303D008] TECNICHE DI DIAGNOSTICA PER IMMAGINI II,1
[I0303D005] PREVENZIONE SANITARIA,1
[I0302D038] INTERNATO DI LABORATORIO IN ALLERGOLOGIA,1
[I0302D027] DIAGNOSTICA INTERNISTICA,1
[I0302D014] LINGUA INGLESE A LIVELLO B2 (O SUPERIORE),1
[I0302D010] SCIENZE CLINICHE,1
[I0302D004] PREVENZIONE SANITARIA,1
[I0301D029] INFORMATICA PER LE PROFESSIONI SANITARIE,1
[I0301D016] TIROCINIO 3,1
[I0301D013] DISCIPLINE CARATTERIZZANTI,1
[I0301D010] SCIENZE CLINICHE,1
[I0202D120] NEUROLOGIA E NEUROPSICHIATRIA INFANTILE,1
[I0202D118] SCIENZE PSICOMOTORIE E RIABILITATIVE 2,1
[I0202D113] NEUROPSICHIATRIA INFANTILE E SCIENZE PEDIATRICHE,1
[I0202D111] LABORATORI PROFESSIONALIZZANTI 1,1
[I0202D109] SCIENZE NEUROPSICOLOGICHE E PEDAGOGICHE,1
[I0202D105] TIROCINIO 1,1
[I0201D119] RESPONSABILITA? PROFESSIONALI FORMATIVE E GESTIONALI ED ORGANIZZAZIONE SANITARIA,1
[I0201D118] TECNICHE SPECIALISTICHE,1
[I0201D113] SEMINARI TECNOLOGICI,1
[I0201D111] CLINICA DELL?APPARATO OSTEOARTICOLARE,1
[I0201D108] NEUROPSICHIATRIA NEUROFISIOLOGIA E SVILUPPO,1
[I0201D107] TIROCINIO I,1
[I0201D105] FONDAMENTI FISIOPATOLOGICI,1
[I0201D081] DIAGNOSI DIFFERENZIALE FISIOTERAPICA IN PAZIENTI CON VERTIGINI,1
"[I0201D078] APPROCCIO RIABILITATIVO AL PAZIENTE CON ICTUS CEREBRALE, GRASP AND REACH TRAINING",1
[I0201D070] APPROCCIO MULTIMODALE AL TRATTAMENTO DELLE CERVICALGIE DA ?COLPO DI FRUSTA?,1
[I0201D023] APPROCCIO RIABILITATIVO AL PAZIENTE EMIPLEGICO ADULTO. CONCETTO BOBATH,1
[I0102D905] EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI,1
[I0102D904] PATOLOGIA DELLA NASCITA,1
[I0102D901] FONDAMENTI DI SCIENZE INFERMIERISTICHE ED OSTETRICHE,1
[I0102D126] MIDWIFERY CASE LOAD STUDENT,1
[I0102D120] INTERNATO PER IL MASSAGGIO INFANTILE,1
[I0102D119] INTERNATI DI ACCOMPAGNAMENTO ALLA NASCITA,1
"[I0102D118] MALTRATTAMENTO ED ABUSO: ASPETTI MEDICO-LEGALI, VITTIMOLOGICI E CRIMINOLOGICI",1
[I0102D017] FISIOPATOLOGIA GENERALE E GINECOLOGIA,1
[I0102D011] SALUTE DI GENERE,1
[I0101D904] TIROCINIO 3,1
[I0101D903] TIROCINIO 2,1
[I0101D902] TIROCINIO 1,1
[I0101D125] TRAPPOLE ED INSIDIE DEL PROCESSO DECISIONALE NELL'ESERCIZIO DELLA PROFESSIONE INFERMIERISTICA,1
[I0101D122] L'ASSISTENZA INFERMIERISTICA IN AMBITO PENITENZIARIO,1
[I0101D120] L?ASSISTENZA INFERMIERISTICA ALLE PERSONE PORTATRICI DI STOMIA,1
[I0101D119] L?ABUSO SESSUALE MINORILE ED IL RUOLO INFERMIERISTICO,1
[I0101D118] ALCOLISMO E PROBLEMI ALCOLCORRELATI,1
[I0101D117] SALUTE GLOBALE E EQUITA' IN SALUTE,1
[I0101D116] LE MEDICAZIONI AVANZATE NEL TRATTAMENTO DELLE ULCERE CUTANEE CRONICHE,1
[I0101D115] LE FERITE CHIRURGICHE E LE LESIONI DA PRESSIONE: LA PRATICA NEL WOUND CARE,1
[I0101D112] LA RESPONSABILITA' PROFESSIONALE DELL'INFERMIERE ATTRAVERSO L'ANALISI DI CASI ASSISTENZIALI,1
[I0101D111] LA NUTRIZIONE PARENTERALE ED ENTERALE: ASPETTI ORGANIZZATIVI ED OPERATIVI,1
[I0101D110] LA CURA DELLA RELAZIONE NELL?INFERMIERE,1
[I0101D109] IL PROCESSO DI DONAZIONE D'ORGANO: L'ASSISTENZA INFERMIERISTICA ALLA PERSONA POTENZIALE DONATORE D'ORGANO,1
[I0101D107] LETTURA E INTERPRETAZIONE DELL?E.C.G.,1
[I0101D103] L?ASSISTENZA ALLA PERSONA AFFETTA DA MALATTIA DI ALZHEIMER,1
[I0101D101] APPROFONDIMENTI IN DERMATOLOGIA CLINICA,1
[I0101D024] SEMINARI METODOLOGICI 2,1
[H4601D068] ANSIA E FOBIA DENTALE: MODELLI DI TRATTAMENTO,1
[H4601D066] BIOLOGIA E GENETICA,1
[H4601D063] INTERNATO IN SALA OPERATORIA ODONTOIATRICA,1
[H4601D059] INTERNATO IN REPARTO DI ORTODONZIA 2,1
[H4601D058] INTERNATO IN REPARTO DI ORTODONZIA 1,1
[H4601D057] INTERNATO IN REPARTO DI CHIRURGIA ODONTOIATRICA,1
[H4601D056] INTERNATO IN REPARTO DI PARODONTOLOGIA,1
[H4601D049] ELEMENTI BASE DI FOTOGRAFIA DIGITALE E PRESENTAZIONE POWER POINT,1
[H4601D048] LA DONAZIONE DI ORGANI: UN'OPPORTUNITA' PER LA VITA,1
[H4601D037] ANATOMIA FUNZIONALE APPARATO STOMATOGNATICO,1
[H4601D032] INGLESE DI BASE A LIVELLO B2,1
[H4601D027] CLINICA ODONTOSTOMATOLOGICA,1
[H4601D026] IMPLANTOLOGIA,1
[H4601D024] ODONTOIATRIA RESTAURATIVA ED ORTODONZIA,1
[H4601D023] PARADONTOLOGIA,1
[H4601D022] PATOLOGIE OTORINOLARINGOIATRICHE E MAXILLO-FACCIALI,1
[H4601D021] ODONTOIATRIA PROTESICA,1
[H4601D020] CHIRURGIA ORALE,1
[H4601D019] MEDICINA LEGALE E STORIA DELLA ODONTOIATRIA,1
[H4601D015] TECNOLOGIE PROTESICHE ED ECONOMIA AZIENDALE,1
[H4601D014] FARMACOLOGIA ED ANESTESIOLOGIA,1
[H4601D013] MEDICINA PROPEDEUTICA,1
[H4601D012] DISCIPLINE GENERALI ODONTOSTOMATOLOGICHE,1
[H4601D011] MATERIALI DENTARI,1
[H4601D010] ODONTOIATRIA PREVENTIVA E PROPEDEUTICA,1
[H4601D008] RADIOLOGIA,1
[H4601D006] FISIOLOGIA,1
[H4601D004] BIOCHIMICA,1
[H4101D296] DIPENDENZE PATOLOGICHE DA SOSTANZE E NON,1
"[H4101D294] CERVELLO E MUSICA, LA NEUROMUSICOLOGIA",1
[H4101D293] NEUROESTETICA: ARTE E CERVELLO,1
[H4101D291] IMMUNOLOGIA DEL FEGATO: MALATTIE AUTOIMMUNI DEL FEGATO,1
[H4101D283] STRUMENTI PER LA GESTIONE DEI DISTURBI DEL SONNO TRA GLI STUDENTI UNIVERSITARI,1
[H4101D280] LA PROFESSIONE MEDICA: DIRITTI DOVERI E PROSPETTIVE PER IL GIOVANE MEDICO,1
"[H4101D273] ALIMENTAZIONE E SALUTE, CIBO E CERVELLO",1
[H4101D249] PRESSIONE ARTERIOSA ED EMODINAMICA VASCOLARE: DALLA FISIOLOGIA ALLA PREVENZIONE CARDIOVASCOLARE,1
[H4101D248] APPROFONDIMENTI DI STATISTICA MEDICA PER LA RICERCA CLINICA,1
[H4101D247] PSICHIATRIA FORENSE IN ETA' EVOLUTIVA,1
[H4101D246] LA TERAPIA DELLE EPATITI VIRALI,1
[H4101D243] UN CERVELLO BIZZARRO: STORIA E NEUROLOGIA DEI TIC,1
[H4101D238] EDUCAZIONE NON FORMALE,1
[H4101D236] INTERNATO IN FISIOLOGIA,1
[H4101D232] INTERNATO IN REPARTO DI ANESTESIA RIANIMAZIONE E TERAPIA INTENSIVA 1 HSG,1
[H4101D231] INTERNATO IN REPARTO DI CARDIOLOGIA H NIGUARDA,1
[H4101D224] STORIA DEI FARMACI,1
[H4101D217] MEDICINA TRA MITO E LEGGENDA,1
[H4101D214] IMAGING CARDIOVASCOLARE,1
[H4101D213] IL BAMBINO CON BISOGNI SPECIALI DI CURA: LA PEDIATRIA DELLA DISABILITA',1
[H4101D205] TIROCINIO PROFESSIONALIZZANTE AREA CHIRURGICA 2,1
[H4101D203] TIROCINIO PROFESSIONALIZZANTE AREA MEDICA 1,1
[H4101D198] INTERNATO IN REPARTO DI OCULISTICA,1
[H4101D189] INTERNATO IN REPARTO DI ANATOMIA PATOLOGICA H. SAN GERARDO,1
[H4101D184] INTERNATO IN REPARTO DI ORTOPEDIA E TRAUMATOLOGIA,1
[H4101D183] INTERNATO IN REPARTO DI NEUROCHIRURGIA,1
[H4101D182] INTERNATO IN REPARTO DI OSTETRICIA,1
[H4101D178] INTERNATO IN REPARTO DI NEUROLOGIA,1
[H4101D173] INTERNATO IN REPARTO DI MEDICINA INTERNA,1
[H4101D170] LA DEGENERAZIONE MACULARE SENILE,1
[H4101D154] ANALGESIA E TERAPIA DEL DOLORE,1
[H4101D143] MALATTIE INFIAMMATORIE INTESTINALI CRONICHE,1
[H4101D131] MEDICINA DEI TRAPIANTI D?ORGANO SOLIDO: IL TRAPIANTO DI FEGATO,1
[H4101D130] LO STATO CONFUSIONALE ACUTO (DELIRIUM),1
[H4101D118] UNITA' RICERCA CLINICA IN EMATOLOGIA,1
[H4101D117] INTERNATO PRESSO DIPARTIMENTO DIPENDENZE ASL MB,1
[H4101D112] INTERNATO IN REPARTO DI NEFROLOGIA,1
[H4101D109] INTERNATO IN REPARTO DI IGIENE E MEDICINA PREVENTIVA,1
[H4101D107] INTERNATO IN REPARTO DI EMATOLOGIA,1
[H4101D105] INTERNATO IN REPARTO DI CHIRURGIA GENERALE,1
[H4101D104] INTERNATO IN REPARTO DI CHIRURGIA DELL'APPARATO DIGERENTE,1
[H4101D103] INTERNATO IN REPARTO DI CARDIOLOGIA H. SAN LUCA,1
[H4101D102] INTERNATO IN REPARTO DI ANATOMIA PATOLOGICA H. DESIO,1
[H4101D101] INTERNATO IN REPARTO DI CHIRURGIA VASCOLARE,1
"[H4101D099] INTERNATO IN LABORATORIO ""CENTRO FEGATO""",1
[H4101D098] INTERNATO IN REPARTO DI MEDICINA DELLO SPORT,1
[H4101D097] INTERNATO IN REPARTO DI BIOCHIMICA CLINICA,1
[H4101D093] STRUMENTI PER LA GESTIONE DI SITUAZIONI ANSIOGENE,1
[H4101D090] LE PNEUMOPATIE INFILTRATIVE DIFFUSE,1
[H4101D088] LA SALUTE DEI MIGRANTI,1
[H4101D087] LA RELAZIONE CON IL PAZIENTE ONCOLOGICO: ASPETTI PSICOLOGICI,1
[H4101D083] INNOVAZIONI TECNOLOGICHE IN CHIRURGIA,1
[H4101D076] ASPETTI NUTRIZIONALI NELL'INSUFFICIENZA RENALE,1
[H4101D074] ARRESTO CARDIACO,1
[H4101D069] DISAGIO PSICHICO E SOCIETA',1
[H4101D068] ATEROSCLEROSI CAROTIDEA E ICTUS,1
[H4101D067] COSCIENZA E SOGNO,1
[H4101D066] ARTERIOSCLEROSI,1
[H4101D057] PROMOZIONE DELLA SALUTE INFANTILE NEI PAESI IN VIA DI SVILUPPO,1
[H4101D050] INIBITORI DI PROTEINO KINASI IN ONCOEMATOLOGIA,1
[H4101D048] IL PAZIENTE DIFFICILE: ASPETTI RELAZIONALI NELLE PROFESSIONI SANITARIE,1
[H4101D046] EVOLUZIONE STORICA DELLE NEUROSCIENZE,1
